Epoch	Train Loss	Test Loss	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.687937224091127	0.6820015004186919	0.45096654	0.29435410861569117	0.8447691947213382	0.43658361227401554	0.2855092948766662	0.5116260772051417	0.36649734953265534
2	0.6725877560675144	0.6624427026871479	0.4260173	0.3034267562643447	0.8870092107686361	0.45217438829730383	0.34078608835874385	0.545242832106009	0.4194246207258917
3	0.6485884243558193	0.6357084494648557	0.4026523	0.32285932957718294	0.9178527055173827	0.47768910234091383	0.3970408623828137	0.5639691469944604	0.4660072096961358
4	0.6209276765584946	0.6078288835106473	0.50983363	0.48799387506578035	0.5552287301970203	0.5194446865507509	0.4586029075316938	0.5840689065443752	0.513787167014694
5	0.5940959747752239	0.5818185011545817	0.5118224	0.5504860063862327	0.5578498176954316	0.5541434493663344	0.5205102356267379	0.5801275483515638	0.5487042717988087
6	0.56904797846901	0.5573195020357767	0.51846766	0.6163931358857487	0.5497215499822321	0.5811513981668248	0.5641029082511319	0.5814223128341206	0.5726316829255
7	0.5441038427424842	0.5316402149019819	0.50158316	0.6347813562330824	0.598253386490008	0.6159763109488416	0.6303384280810337	0.6019561102940477	0.6158204171493812
8	0.5200682839956777	0.5080428444074861	0.48698834	0.6475877464434039	0.6558935344779138	0.6517141782030553	0.6690210995068484	0.6239562987806302	0.6457033659015714
9	0.49901764062714987	0.48788909726973734	0.46583477	0.6389704455598131	0.7160683082291686	0.6753260520129839	0.6903149524119924	0.6519435301115961	0.6705807753483634
10	0.48045522815965375	0.4700994554794196	0.46573436	0.6763579014790033	0.7258466981560305	0.7002289818305493	0.6939109944938117	0.6558991544906928	0.6743698510826825
11	0.4636893912764459	0.45407772718956974	0.4444848	0.6779233704143741	0.7703597932181144	0.7211917124552966	0.7087427177797645	0.6802917391864469	0.6942258540759203
12	0.4484678456110173	0.4395231426213727	0.4326719	0.6832933419403128	0.7861624045354367	0.7311272054176362	0.7382095628440409	0.6945449562114543	0.7157118985580139
13	0.43455564217834636	0.42623377884879254	0.4718152	0.7243219806651005	0.7612021985489992	0.7423042880814349	0.7648909066077677	0.7021458073407743	0.732176554330686
14	0.4217136822127063	0.4140686611786033	0.48626184	0.7622175714460023	0.7453550594381197	0.7536920100980296	0.770123012415318	0.7179484186580966	0.7431210456569936
15	0.409941585927174	0.4028965293458014	0.50486255	0.7975689116638319	0.7251372796198451	0.7596303925522383	0.7880206782688717	0.7300266907376137	0.75791591189402
16	0.3991462495177984	0.39261965701977414	0.48793513	0.7857318455374104	0.7447472334406323	0.7646907771923668	0.7946018159040565	0.7310257560862576	0.761489112970048
17	0.3891823472904748	0.383153948142673	0.4726002	0.7807468641439276	0.7524937725935321	0.7663600078985306	0.7947004119948927	0.7310659607930616	0.761556199690122
18	0.37993224928605146	0.37441929316881933	0.45053557	0.7713003488713268	0.7659519739646423	0.7686168574430555	0.7946889788699137	0.7311117855126446	0.7615758122967218
19	0.37142946147199335	0.3663531629876657	0.43112868	0.7643437199767515	0.7766027627982822	0.7704244778085803	0.7947047874852392	0.7311290778596571	0.7615924533348886
20	0.3636095767904972	0.3588911775838245	0.41586122	0.7532155026343207	0.7904076757269919	0.7713635336711427	0.7947420559394945	0.7311053008825149	0.7615966660542064
21	0.3562111185927843	0.3519861005020864	0.3972255	0.746052530200771	0.7995371703322119	0.771869440783948	0.7947383335283561	0.7311070301172162	0.7615958950886028
22	0.34955865652139845	0.3455891575325619	0.38987017	0.7416593718114048	0.8050599136593114	0.7720602380067926	0.7947330430377463	0.73109838394371	0.7615887746931622
23	0.34325162674589405	0.3396586988008384	0.38400632	0.7407265034820908	0.8063749966496078	0.7721579116984898	0.7947325137690558	0.7311027070304631	0.761590877260296
24	0.3374582971606789	0.33415609282074554	0.3826323	0.741606070652081	0.8055717671308797	0.7722666370483404	0.7947344652202988	0.7311014101044371	0.7615910696260149
25	0.3320583152616846	0.3290488024552663	0.38263875	0.7416582551352797	0.8055466932277117	0.7722834076524592	0.7947392956904556	0.7310979516350347	0.7615914111175409
26	0.32708191152276667	0.324306830989592	0.3825834	0.7416816394635427	0.8055432347583091	0.7722944957368113	0.7947417888914475	0.7310940608569568	0.7615904448295366
27	0.3225067274580742	0.3198999678998282	0.3828583	0.7416903036493167	0.8055436670669845	0.7722993914787125	0.7947413065902849	0.7310918993135803	0.7615890505592463
28	0.3181663968054385	0.31580726870081643	0.38274163	0.7417302510293521	0.805494383877999	0.7722983955621128	0.7947459443201684	0.7310875762268272	0.7615888343321229
29	0.31410300969306765	0.3120019986773982	0.38289285	0.7416777317132195	0.8055652825007501	0.772302509668272	0.794749196965033	0.7310854146834507	0.761589154940963
30	0.31040463500238696	0.3084672752654914	0.3826169	0.7416555856224097	0.8055838717737884	0.772299045674306	0.794754388966067	0.7310802269793469	0.7615887239760072
