Epoch	Train Loss	Test Loss
1	0.7194167971611023	0.6865653991699219
2	0.6661579847335816	0.6370346148808798
3	0.6202557444572449	0.5948886871337891
4	0.5810413360595703	0.5588862895965576
5	0.5474570035934448	0.5277906060218811
6	0.518371832370758	0.5007423559824625
7	0.49295703768730165	0.4769906202952067
8	0.4705792307853699	0.4559108515580495
9	0.4507733047008514	0.43702160318692523
10	0.43275707960128784	0.4200790921847026
11	0.41680548191070554	0.40483173727989197
12	0.4023990333080292	0.3910910387833913
13	0.3894148051738739	0.37863336006800336
14	0.37773085832595826	0.36727888385454815
15	0.36691272258758545	0.3568895161151886
16	0.3570659577846527	0.3473346730073293
17	0.3481064736843109	0.3385220368703206
18	0.339609831571579	0.33034612735112506
19	0.3318972587585449	0.32272935907046
20	0.3246688783168793	0.31561286250750226
21	0.3178759038448334	0.30892354249954224
22	0.3114583909511566	0.302626500527064
23	0.30544161796569824	0.2966674168904622
24	0.2998779952526093	0.2910150686899821
25	0.29437553882598877	0.2856216828028361
26	0.28928942084312437	0.28047191103299457
27	0.2842558026313782	0.2755444049835205
28	0.27958027720451356	0.27081483602523804
29	0.27516927719116213	0.2662535309791565
30	0.270692241191864	0.26186030109723407
