Epoch	Train Loss	Test Loss
1	0.6941337833801905	0.6937200029691061
2	0.6932610273361206	0.6928650140762329
3	0.692367156346639	0.6919737855593363
4	0.6914163405696551	0.6910115944014655
5	0.6903745606541634	0.6899374922116598
6	0.6891873950759569	0.6886932584974501
7	0.6877832288543383	0.6871847642792596
8	0.6860362937053045	0.6852557725376553
9	0.6837111189961433	0.6825641261206733
10	0.6802392999331156	0.6782475974824693
11	0.6739240710934004	0.6692926287651062
12	0.6578016703327497	0.6428837378819784
13	0.6151235972841581	0.5917572114202712
14	0.5668625781933466	0.5546402931213379
15	0.5340174610416094	0.527766313817766
16	0.5082398553689321	0.5050352811813354
17	0.4858054431776206	0.48499278558625114
18	0.46599262580275536	0.46703671746783787
19	0.4483423021932443	0.4507744279172685
20	0.43184303119778633	0.4358550442589654
21	0.4168468328813712	0.4220631288157569
22	0.4031422982613246	0.40922745068868
23	0.3900875834127267	0.39729494518703884
24	0.37821151440342266	0.3861762351459927
25	0.36711543922622997	0.3758816652827793
26	0.35656404743591946	0.3662796550326877
27	0.3468180162211259	0.35736429029040867
28	0.3379750003417333	0.3490256567796071
29	0.32947320615251857	0.34116218156284756
30	0.32153786594669026	0.3338235782252418
