Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Train Loss 4	Test Loss 1	Test Loss 2	Test Loss 3	Test Loss 4	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.5642536030032418	0.4973955638706684	0.47585755586624146	0.4739968776702881	0.6765418236072247	0.6751188998636992	0.6756862989843708	0.6755444221809263	0.43466687	0.03389691301531715	0.8171526885745153	0.0650936292152629	0.03224409001248775	0.3950962544554371	0.05962235654637133
2	0.5396135726842013	0.46773068979382515	0.45293164253234863	0.448697030544281	0.6402459144592285	0.6375749914542489	0.6386405254063541	0.6384897388395716	0.42495167	0.034421533363494856	0.700777521628542	0.06561987988786348	0.03303286161652198	0.3101388309953808	0.05970639948887776
3	0.5043387487801638	0.43438219527403515	0.4263133704662323	0.4202633698781331	0.5966076071445758	0.5936285758364028	0.5951809074780713	0.5950137406099038	0.59325653	0.05573214561756067	0.09814296530075796	0.07109295325069864	0.03258279284407849	0.23212721070495862	0.05714444273710514
4	0.46753030451861294	0.4024094169338544	0.4003773629665375	0.3930925329526265	0.5529543023843032	0.5502495670664138	0.5523180463542677	0.5523721341226921	0.58636415	0.06049039860898383	0.09440635287912687	0.07373528317431632	0.03321647731049802	0.18490170391227786	0.05631610550063835
5	0.43321497575803236	0.37425072366992634	0.377500981092453	0.36915238698323566	0.5133333848072932	0.5111791629722153	0.5136610947243155	0.5140921424646847	0.57132816	0.06299265023027735	0.09255825032113174	0.07496567962946059	0.03530531761535584	0.14109805789728888	0.056478644294610705
6	0.40285884060642935	0.34950370465715724	0.3574763834476471	0.34853029251098633	0.4780484369167915	0.47648168171661487	0.4793077339864757	0.48019155127103214	0.551393	0.06353878977659579	0.09506562997116194	0.07616881152900781	0.040266474527822727	0.12324866230551326	0.06070128084070327
7	0.37572843903845005	0.32753515367706615	0.33985140919685364	0.32953546444574994	0.4461648143254794	0.44521244151004846	0.44834264173899613	0.4497398108732505	0.5298279	0.06367122596204404	0.09657346048165508	0.07674451815816537	0.04734397656695752	0.11082235247080041	0.06634497861071502
8	0.3511872937462547	0.30791829029719037	0.32421645522117615	0.3133380115032196	0.4170506802889017	0.41675008595853613	0.4201540032478228	0.4220941882641589	0.50759035	0.06363771049041751	0.09683079121757845	0.07680123877862903	0.060641640162829254	0.09995491395370598	0.07548642569365199
9	0.3285236630114642	0.289581798017025	0.30995428562164307	0.29796383778254193	0.38940308873470014	0.38970722236495087	0.39337798667280643	0.3958270471604144	0.47873777	0.0592891642986406	0.10019310438695737	0.07449562232275427	0.05330310159306417	0.06919432085952719	0.060217951375521925
10	0.3063712669502605	0.27185263608892757	0.29663968086242676	0.2840926945209503	0.3624445222891294	0.3633194837881171	0.3672461701582556	0.3702496974194636	0.28178558	0.038632255238397556	0.49590184852789804	0.07168039101916285	0.05831149295878629	0.05375235000382806	0.05593918066529448
