Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Train Loss 4	Test Loss 1	Test Loss 2	Test Loss 3	Test Loss 4	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.38777874180903804	0.39501379907520767	0.4233636121734295	0.24249344070752463	0.6979236711155284	0.6814690786738729	0.6584536488666091	0.666616290807724	0.3521939	0.2998612262574641	0.8524863368843167	0.44366405852226953	0.3298201902800582	0.5345029876852551	0.40792583514562475
2	0.35969080412999177	0.3700025740012624	0.39766909191811006	0.22357264161109924	0.6562387591058557	0.6422487816145254	0.6193670547285746	0.6352788805961609	0.42420805	0.346570022851542	0.7471742143438289	0.4735077465701314	0.3772252209633195	0.5322493625608583	0.44152500143896145
3	0.3392877162267	0.34916559251305324	0.37620556042864434	0.20792123675346375	0.6229263137687336	0.6080755854761878	0.5867850447809974	0.6076250672340393	0.46518508	0.4154856387769601	0.6608905904558349	0.5102129565476262	0.4316936477411518	0.5616969325970252	0.4881886391056348
4	0.3204015892667648	0.3299800663991691	0.3578169195870169	0.1945794771114985	0.5924411686983976	0.5770948113397111	0.5588678703751675	0.5823189169168472	0.43031192	0.4280500405770365	0.7511069263631341	0.5453240905521375	0.48438886154846694	0.5757158383200139	0.5261184853417783
5	0.3031504755982986	0.31274961607128965	0.34195715500638374	0.18319028119246164	0.5647292990576137	0.5494018307951993	0.5345215908316678	0.559377059340477	0.45434806	0.4814223926963689	0.7190525350148411	0.5767184035092312	0.5341015504484418	0.5942307542662382	0.5625639997216958
6	0.2876524887023828	0.2974187729794995	0.32791022829760136	0.1733845074971517	0.540039749308066	0.5247966654078905	0.5129033729087474	0.5387306213378906	0.45744374	0.5276646175977463	0.7300738123832227	0.6125822505640558	0.5919193307351697	0.5921189263873434	0.5920191117381411
7	0.27379146982461977	0.28360722696079926	0.31519001975558164	0.16473876436551413	0.5178534158251502	0.5026079762813657	0.49331909348798353	0.5200842767953873	0.47249132	0.5947593301635182	0.7020234639856612	0.6439551898483197	0.6389027447110455	0.6146344268148967	0.6265336700114136
8	0.2611473378462669	0.270947829765432	0.30348386406119354	0.15722986062367758	0.4976066310297359	0.4822360381137493	0.4752704847690671	0.5030328035354614	0.45982382	0.6194041240274973	0.7474240887581588	0.6774187987102928	0.6707092576084634	0.629718541113852	0.6495678662479035
9	0.24952865917331132	0.25921423372879526	0.29263829386312196	0.15052346885204315	0.4788628952069716	0.4632863818212997	0.45850500949593476	0.4873018190264702	0.46975264	0.652591646922611	0.7358788532753002	0.6917372644589846	0.7076803274425423	0.6411682363794667	0.6727844172233602
10	0.23870088160037994	0.2482651940553017	0.2825423981629166	0.1446271389722824	0.46137692711570044	0.4455529978108961	0.4428894145544185	0.47279786318540573	0.48356047	0.7097675540836619	0.7096156689414749	0.7096916033861174	0.7388398353677842	0.6628238748518263	0.6987705809928282
11	0.22866321087647706	0.2380112007357716	0.27316656221751295	0.13938982288042703	0.4450032426552339	0.4289032574309859	0.4283209484676982	0.459342896938324	0.4738276	0.7202757097780973	0.7259210552481841	0.7230873639829353	0.7496380773564723	0.6807478248389002	0.7135340047655632
12	0.21928759177143758	0.2284161264405531	0.26442672029819364	0.13480382661024728	0.4296621957963163	0.4132551793442216	0.41475547468939494	0.4470055401325226	0.46004167	0.7199237578931982	0.7431087835612032	0.7313325614111074	0.7579564129022396	0.6859074288787382	0.7201342942900417
13	0.21047380213172007	0.21941525620572708	0.25634702007754956	0.13119384149710336	0.41525875506075943	0.3985603569551956	0.402116667392642	0.43561016768217087	0.44563717	0.7180517630761878	0.7547387515444227	0.7359383236495074	0.7708758968366388	0.6935744232353809	0.730184968662146
14	0.20237246117530724	0.2109872909153209	0.24887757246790368	0.12780110041300455	0.40174890512769873	0.38474892461022664	0.39035549967787986	0.42512744665145874	0.47708303	0.7589397562403805	0.7239233568595714	0.7410181170980251	0.7723735315638547	0.699102354266584	0.7339136977902311
15	0.19495707540175852	0.2031079313529083	0.2420046235026877	0.12504409750302634	0.38909268379211426	0.37180587372114493	0.37945074120233224	0.41550958156585693	0.450033	0.7417426126967538	0.7529295397382457	0.7472942117402538	0.7753679943531695	0.7018777759620813	0.7367948845947884
16	0.1880182031637583	0.19575001036419587	0.23572492044346005	0.12301341444253922	0.37724584205584094	0.3596854313861492	0.36935139603393025	0.4065954238176346	0.4234117	0.728289446093674	0.7732705275289842	0.7501062549182871	0.7806260276199153	0.6996993725471886	0.7379506447136579
17	0.1816101311109005	0.18890236172021604	0.22997402969528646	0.12150188783804576	0.3662177967754277	0.3483438145282657	0.3600139139696609	0.3984285145998001	0.4105153	0.7231054309703054	0.7881700460235815	0.7542371321228986	0.7943267585914507	0.6965651346511831	0.7422407057991097
18	0.17586825530116373	0.18252422986856473	0.2247599015633265	0.12018058945735295	0.35597828233783896	0.33778663568718487	0.3514020415239556	0.39085279405117035	0.3996506	0.717360541323921	0.7990266137866695	0.7559944863242024	0.8008018488425815	0.695367207311896	0.7443695522899182
19	0.17047022006068474	0.1766122514321134	0.21997148012803272	0.1195225144426028	0.3465040664781224	0.32788702706957973	0.34346198411874995	0.3839307501912117	0.39350015	0.7160438208642778	0.8032368679755244	0.7571382960754475	0.8015072836268452	0.6956252955910568	0.7448221337652956
20	0.16567103822643942	0.1711104720636131	0.21566188082196355	0.11947337538003922	0.33774316581812774	0.31868489814359086	0.33616863988166634	0.37757357209920883	0.39201415	0.7179455523140382	0.8019563696792529	0.7576291607106392	0.8017320681595558	0.6974064073333385	0.7459392050027246
21	0.1612240616709758	0.1660276910448386	0.21173876212313283	0.11942308396100998	0.3296919295733625	0.3100951764472695	0.3294363839681758	0.37185031175613403	0.4205625	0.7467914522926389	0.7770891100580072	0.7616390935072254	0.8049224406612346	0.6993656302498484	0.7484405426074341
22	0.1572566707737935	0.16132083866331312	0.20818518111908357	0.12018218139807384	0.3223251503976909	0.3020568860824718	0.32326344002124874	0.3666045367717743	0.39500913	0.7340729764948506	0.7958647081354441	0.7637210077995652	0.8112719052688826	0.7003504294122072	0.7517415086950145
23	0.15368688421753737	0.15692752210143346	0.20498064725227605	0.12080097446839015	0.31551607765934686	0.2946148400389871	0.3175735411255859	0.36190008372068405	0.3808223	0.7294096685510302	0.8070269181319769	0.7662577706994604	0.8139144153938006	0.7007347518245588	0.7530960016633117
24	0.15053220408467147	0.152893634793026	0.20215726804499531	0.12193537503480911	0.3093216784975745	0.28759187078753184	0.3124051662378533	0.3575187847018242	0.37682033	0.7300518150880732	0.8092554693532057	0.7676159662762851	0.8139250677417688	0.701092271099041	0.7533069881353707
25	0.14749232383492666	0.14916162514219097	0.1995450315716999	0.12356049815813701	0.3036271794275804	0.28106146946895955	0.30760420754898427	0.3536708429455757	0.3750086	0.731688575534687	0.8093095079376196	0.7685441369209817	0.8141133318971123	0.700847584388815	0.753246312753238
26	0.14489420226369149	0.14571391834932215	0.19713442368445053	0.12492356449365616	0.2984058193185113	0.2749180727919867	0.30315564330234085	0.35025205463171005	0.3758424	0.7350299377634507	0.8075141300090526	0.7695690166969001	0.8144174531562214	0.7004010095272186	0.7531183708399353
27	0.14264051100382438	0.14246979472683927	0.19503447286833345	0.12695548931757608	0.29366534474221145	0.2692879348300224	0.2990510297376056	0.347199983894825	0.3758359	0.7376948646706947	0.8065686709361471	0.7705958896711865	0.8149543777887653	0.6997244464503567	0.7529563254665458
28	0.14072347078949976	0.1394566147545584	0.1931304033675225	0.128648911913236	0.2892800495028496	0.26393181397471316	0.2952588373838469	0.344471275806427	0.37520677	0.7404138256601156	0.8055211870158683	0.7715965015842504	0.8155130201190688	0.6992515007595663	0.7529205963662972
29	0.138981734139797	0.1366747838804145	0.19133124787823047	0.1309160739183426	0.28531293841925537	0.2589445076016493	0.29172091775162273	0.34208282083272934	0.3736645	0.7432989131042235	0.8049803688630541	0.7729109860410712	0.8157978288181561	0.6986990102725188	0.7527214595178021
30	0.13738810490721312	0.13409536073800005	0.18983745428861357	0.13281258443991342	0.28177024695006286	0.2543448667193568	0.2884661361228588	0.33987215906381607	0.36902946	0.7433714491614465	0.8062569763812478	0.7735382328433437	0.8161920536328481	0.6981037212266153	0.7525434850131103
