Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.3694424584550885	0.6726152957087815	0.3692897	0.34718448861576473	0.8576324969180336	0.49427706189056886	0.38074712349118683	0.5600102723840223	0.4532992273472731
2	0.35311691982601834	0.6450302697191335	0.42587468	0.3895347613626342	0.7813650711804849	0.5198888036021293	0.4199484450174407	0.5749187984125046	0.48536376486221655
3	0.33983336556541816	0.6212761733267043	0.43975025	0.42074242795691696	0.7736698292944872	0.5450642697914985	0.4544583208651916	0.5976311198959092	0.5163029391269237
4	0.3282828454668996	0.6005335787330011	0.4140163	0.4234297662086594	0.8599060911116237	0.5674427828753886	0.4851697967533062	0.6126698096945373	0.5415160562628276
5	0.3178835545561843	0.5817683784648625	0.4395538	0.4597086119694042	0.830260412975971	0.5917628325044323	0.5100630430045693	0.625853037565063	0.5620564939163575
6	0.30845162512933144	0.5646006681702354	0.43508416	0.4774075661157116	0.868976344870668	0.6162519893941746	0.5332585110362889	0.6375542076820747	0.5807610424075786
7	0.29982180897715455	0.548762088472193	0.45625502	0.513508697857171	0.8386089865267934	0.6369756326038963	0.5582342401745444	0.6501268217273989	0.6006864401486924
8	0.2918056899772941	0.533975241762219	0.461158	0.5370709679510133	0.8495377175908546	0.6580977734451646	0.5826966020247398	0.6680250939666831	0.6224501478933538
9	0.2842619644977174	0.520064064950654	0.44892374	0.5417330107645256	0.9125555771657567	0.6798670970959503	0.6035868882023583	0.6828964303465522	0.6407970090468035
10	0.2770984089511959	0.5069125132127241	0.45795155	0.5674265655349362	0.9162725317757906	0.7008393773938555	0.6211567471945475	0.69033586775763	0.6539217639493774
11	0.27026771519988	0.4944516218671895	0.45100588	0.5712022173628728	0.949528621203829	0.7133055240627962	0.6369106903043816	0.6973998907428431	0.6657841916873831
12	0.2637571081819727	0.48260544195319666	0.46754634	0.5929640017798491	0.9268972123342988	0.7232458795057505	0.6423330268864395	0.6984075291951306	0.6691976612377412
13	0.25754571098415585	0.4713880281255703	0.45058197	0.588611353616184	0.9728118540497266	0.7334438215274651	0.6509481917401735	0.6969862815427271	0.6731810316163996
14	0.2516218437585089	0.4607246159905135	0.45010602	0.5903989907605782	0.9774786523878518	0.7361574576711581	0.6586088819847616	0.6935497569857488	0.6756278692224502
15	0.24598983849159922	0.4506349367926819	0.46042573	0.5961024829968261	0.9743748244171151	0.7396824512683599	0.6693091240478436	0.6887472666864677	0.6788890842846492
16	0.24062074815333748	0.44106169120229854	0.4620081	0.5994101951365808	0.9753231604567492	0.7424985872739495	0.6799295472804732	0.6856193157004142	0.6827625778447961
17	0.23550441431724373	0.43199400709132957	0.46659705	0.60662656876203	0.9718775897690272	0.7469942532010085	0.6848073542838985	0.6845096569958503	0.6846584732793346
18	0.23064062703583357	0.42340457740456167	0.4551599	0.6076270258890254	0.984878387336221	0.7515688428932749	0.6905382181961861	0.6912364603294501	0.6908871628440125
19	0.22601366068856518	0.4152633556813905	0.44137	0.6065648074894515	0.9987335416958781	0.7547464541522181	0.6942421446571273	0.6924069291351246	0.6933233224518676
20	0.2216100081672586	0.407561777517049	0.4592121	0.613273316064996	0.9910498587547197	0.7576832932461405	0.6935083725441472	0.6956856489669068	0.6945953045386315
21	0.2174262319844463	0.4002763493494554	0.45534155	0.6154224708181777	0.9961423278006193	0.7608113222466087	0.6930647993691275	0.6969787431004407	0.6950162609917363
22	0.21345523386248938	0.3933918945717089	0.4501614	0.6161053633967942	0.9978892361597969	0.7618425868870751	0.6916671256046197	0.7006082517799519	0.6961089789490188
23	0.2096723330982824	0.386886371506585	0.44360662	0.6162176926766398	0.9988652131544813	0.7622127814277979	0.6896948137439151	0.7058338999729119	0.6976710337681227
24	0.20610201929934774	0.38075586160024005	0.43082646	0.6161141272028069	0.9996934366803515	0.7623745091655331	0.6880325706023946	0.7107831386153691	0.6992228451249655
25	0.20270369423054138	0.3749571286066614	0.42511275	0.6162367144102304	0.999858277285015	0.7625162912282336	0.6854693946509034	0.7177451413483057	0.7012360760691656
26	0.19948606261774168	0.369488881693946	0.42254084	0.6162973105255658	0.9998457132145375	0.762559024718754	0.6839977687279891	0.721621408371993	0.7023060601821645
27	0.19642257780609626	0.3643324820682256	0.40464047	0.6162728606835579	0.9999417027129849	0.7625682228140195	0.6828281938492898	0.7245895443815739	0.7030892910218401
28	0.19353381744035728	0.35946398250984424	0.39208966	0.6162701598416203	0.999973866733407	0.7625755078521652	0.6814560606188836	0.7283959551734068	0.7041445947846594
29	0.19076742296260096	0.3548620767665632	0.3890465	0.6162717588517435	0.9999733641705879	0.7625765858954905	0.6800194185633998	0.7321294943564708	0.7051129927027084
30	0.1881517803548736	0.35052216022905675	0.36881325	0.6162678118797897	0.9999849231154271	0.76257692517742	0.6791247357077782	0.7346362776981216	0.705790672118135
