Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.36510722026667936	0.6440656944762829	0.5470886	0.042950149724303	0.3380390121902461	0.07621647877470561	0.03951000357371786	0.44438040713550486	0.07256796615696753
2	0.33092749222105877	0.5868187360985334	0.43476453	0.040946656349910716	0.5466236506086616	0.07618632360802617	0.04217282531116474	0.34821101971025836	0.07523386376225377
3	0.30380004747694866	0.537821243530096	0.4437957	0.04266007495415039	0.41415361581584476	0.07735242901085493	0.043686928094700574	0.25828349765637626	0.07473322966708859
4	0.2800228338514292	0.49472978503205056	0.41258034	0.043764326305011085	0.4106722074298402	0.07909924117520559	0.03956514308598423	0.1649362415250993	0.06382084902178534
5	0.2590792270787254	0.4566917218441187	0.42136538	0.045127894646866284	0.3379624509795582	0.0796236921996199	0.0332154431841301	0.09409372793548441	0.04909881741807292
6	0.2403584063259733	0.42236586421035055	0.3992676	0.04559849989253993	0.3311889105339719	0.08016041451225268	0.02679300687221626	0.04618342364720594	0.033912121443997995
7	0.22328481793506927	0.39090592362159904	0.37071398	0.045793359757817564	0.3348936224511497	0.08056962728022057	0.027951372889589345	0.038057301812799336	0.032230728428871314
8	0.20758827327648938	0.3620236430057259	0.34337732	0.04597344513596831	0.3374881968133523	0.08092332271547567	0.032376273194224627	0.03545634734970609	0.03384638184573626
9	0.1931676066107725	0.33554887951806533	0.275003	0.04498370167402463	0.47538982416441944	0.08219016905067697	0.030247153800547953	0.024629316138252533	0.027150679118640334
10	0.1799343016314961	0.31132879423540694	0.2568499	0.04587351385530903	0.4653305317601422	0.08351399711752204	0.02879422112733415	0.01834491676095038	0.022411423434564932
11	0.1678359339875613	0.2892526676488477	0.24065123	0.047002730056280244	0.4530360773438364	0.08516911941240451	0.029264910690936514	0.010233681828621983	0.015164478815582352
12	0.1568066386095986	0.2692126031531844	0.20683485	0.047688317966358175	0.5471553256828835	0.08773033864185556	0.0425235051113928	0.009916803484385766	0.016082942871579613
13	0.14679792910762635	0.2510995388031006	0.20883669	0.05048464726804803	0.44989068760474	0.09078214328321826	0.042621569902121466	0.009899789882010667	0.016067542356354273
14	0.1377508147543803	0.23480054853960525	0.18830216	0.05315115047861971	0.49598478983947664	0.09601324649992446	0.04231287642251454	0.005274216736280656	0.00937931973458038
15	0.1296062961324042	0.22020230743774147	0.18240151	0.057296990446151594	0.4855469447823535	0.1024986256672164	0.04193571923680274	0.004889283982544044	0.00875752808389552
16	0.12230307674697202	0.20719718489536018	0.18522045	0.06448124249455352	0.41235442736467803	0.11152322489822977	0.04194490056559022	0.004889283982544044	0.008757728247578197
17	0.1157887530750377	0.19565000721188477	0.17472228	0.07094961025790526	0.41303071805908825	0.12109735357525328	0.04373719262295082	0.002905072605548136	0.005448265409497372
18	0.1099980119067007	0.18544574761113455	0.18683524	0.09075436183400147	0.2955177664542802	0.13886337812678942	0.0	0.0	0.0
19	0.10487419089215261	0.17646857222845388	0.17612275	0.10224344350262517	0.3383580172347792	0.15703483488640882	0.0	0.0	0.0
20	0.10033386905695371	0.16861744037894316	0.17279975	0.11201316740821131	0.3301340671867158	0.16727171241415947	0.0	0.0	0.0
21	0.09634104275517488	0.16177296936511992	0.17430276	0.12472989245698904	0.3183117402363189	0.17922915680006607	0.0	0.0	0.0
22	0.092814991789736	0.15584724285574847	0.1658002	0.1320456236710084	0.3388790588075166	0.19004099098723043	0.0	0.0	0.0
23	0.08970920387752342	0.15070331318433894	0.16494843	0.1402941850341383	0.32555953484811107	0.19608777464803168	0.0	0.0	0.0
24	0.08696457515091376	0.1462580849611482	0.17105654	0.17009018626909397	0.2913940945786156	0.21479941086420953	0.0	0.0	0.0
25	0.08453021591054712	0.14241979298896568	0.15540537	0.16982272087476408	0.31919644755982407	0.221696050859074	0.16666666666666666	2.1267002968873616e-06	4.2533463202174316e-06
26	0.08236159574066126	0.1391273627100989	0.13955536	0.1692240538835539	0.3388662986057353	0.22572492665381308	0.07692307692307693	2.1267002968873616e-06	4.2532830028178005e-06
27	0.08043837132807208	0.13633540726678317	0.12939665	0.1719369726499945	0.34821101971025836	0.2302050549139998	0.1	4.253400593774723e-06	8.506439374606578e-06
28	0.0787171328010964	0.1339313217027243	0.11692219	0.16946665825848078	0.3657690573613604	0.2316200434180686	0.3728813559322034	4.678740653152195e-05	9.356307320672548e-05
29	0.07717754161130617	0.13191165979518446	0.11667569	0.17036227560121095	0.36370403137308277	0.23203653037425184	0.6420454545454546	0.00024031713354827184	0.0004804544333613953
30	0.0758061755829502	0.1302359820798386	0.13003367	0.17920918367346939	0.3370479698518966	0.23400001771787826	0.7378190255220418	0.0006762906944101809	0.0013513427374889245
