Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.3804424585767293	0.6408036670384978	0.2720649	0.1091663884648612	0.9986683035198979	0.1968181945526164	0.10044718977568685	0.2822966248715641	0.14817170946390654
2	0.3419478253399816	0.5673338003139226	0.20558472	0.10939557552643768	0.9936414620457974	0.19709216627336051	0.11972770843321932	0.17387054568281857	0.14180685141547034
3	0.30648059724369864	0.5088110536518252	0.24072397	0.1137392991041384	0.9129774447462526	0.20227860368556988	0.1517949429358803	0.12008211938755609	0.13408897612972598
4	0.278617928556895	0.4634420462481632	0.252345	0.12570460003025635	0.8386512109510712	0.2186377970392835	0.20111824694609365	0.08910453931091815	0.12349511885177268
5	0.2556285566045153	0.4247726807729709	0.2500549	0.13964682481268764	0.7703033959397473	0.23643144631904506	0.21404188316443007	0.05360476362956093	0.08573740557778563
6	0.23590787898473703	0.3945761140413265	0.25319913	0.15828256673978974	0.7508044481619234	0.2614474813229382	0.21401321570699253	0.022918883080801908	0.041403793691356765
7	0.22059755750899185	0.37147655242838673	0.25026104	0.1769375828882032	0.7535397709277353	0.2865830213519807	0.2131172347881491	0.007607785250011515	0.014691131572344723
8	0.2082769577837176	0.35315400582660766	0.256938	0.1977797691402542	0.7002170403699637	0.3084393243400887	0.0	0.0	0.0
9	0.19810865451853563	0.33835070339951506	0.24899572	0.21376923501819528	0.7140881205509425	0.3290377995055541	0.0	0.0	0.0
10	0.18963818613889152	0.32631347287620055	0.21672735	0.21381600047514404	0.7676346011364341	0.3344693252453319	0.0	0.0	0.0
11	0.18250803727120277	0.31639623288329666	0.21035293	0.21827804340103943	0.7521003218929878	0.33835665050992825	0.0	0.0	0.0
12	0.1764690465616345	0.30829289165640944	0.18314631	0.2182349141479533	0.7600740109367421	0.33910492334210307	0.0	0.0	0.0
13	0.1713147853135135	0.3015857725791467	0.14962338	0.21777223263551362	0.798705434083583	0.342232537503583	0.0	0.0	0.0
14	0.16688299404044096	0.29601386014152975	0.110484146	0.2142392537787248	0.9998265724054521	0.3528673555593339	0.0	0.0	0.0
15	0.16306125552969683	0.2913987058655002	0.1105409	0.21777457620905863	0.9999522363346163	0.3576568607242705	0.0	0.0	0.0
16	0.15973093456331394	0.2875438097403451	0.11047103	0.21787116551952096	0.9999522363346163	0.35778711242103106	0.0	0.0	0.0
17	0.15681483760650056	0.2843161110159833	0.1105709	0.2179628966994128	0.9999522363346163	0.3579107937506169	0.0	0.0	0.0
18	0.15425228662064103	0.28164821987098904	0.11057801	0.2179881180779561	0.9999522363346163	0.35794479651930067	0.0	0.0	0.0
19	0.15198304766810822	0.27941313062550815	0.11072891	0.21800125117588282	0.9999522363346163	0.3579625016430511	0.0	0.0	0.0
20	0.14997085366499563	0.27752873863699956	0.11090674	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
21	0.14816820710781484	0.27601395006353907	0.1107282	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
22	0.14654468733976786	0.2747342849781257	0.11080923	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
23	0.1450838103600513	0.2736870679422518	0.110830314	0.21800125675468454	0.9999519520270843	0.3579624909469961	0.0	0.0	0.0
24	0.14376241787398372	0.27283250179300444	0.110805236	0.21800128700336105	0.9999510991044881	0.35796247707486467	0.0	0.0	0.0
25	0.14256600190229454	0.2721298557930979	0.110875286	0.21800140538938378	0.9999519520270843	0.3579626913236909	0.0	0.0	0.0
26	0.14146898207961353	0.271544986515935	0.11070594	0.21800133782813172	0.9999519520270843	0.35796260024334725	0.0	0.0	0.0
27	0.14046897852235268	0.2710632251133542	0.11097351	0.2180014221259593	0.9999510991044881	0.35796265923562826	0.0	0.0	0.0
28	0.13955528349959898	0.2706837100685247	0.11083994	0.21800111692299493	0.9999508147969561	0.35796222957002344	0.0	0.0	0.0
29	0.1387206834693827	0.2703376217135068	0.110767454	0.21800059664513863	0.999944275723719	0.3579611091849868	0.0	0.0	0.0
30	0.13795084636730906	0.27008453954547706	0.11082129	0.21800140861369194	0.9999510991044881	0.35796264101954356	0.0	0.0	0.0
