Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.34903162448786573	0.6323916868554168	0.43551168	0.11990867557920737	0.5946886235478283	0.1995762517399755	0.1136791885555929	0.341037404067531	0.1705187626334762
2	0.3148310879557049	0.5659788136066336	0.36995256	0.12151130120410432	0.6101131600839048	0.202660375332528	0.11271914740013439	0.19558311190515046	0.14301524529525708
3	0.2819074061826045	0.5065795768347038	0.24198401	0.11856201683282976	0.9140020890917455	0.20989676176106162	0.10551574893423332	0.10518810070627677	0.10535167007084856
4	0.252496234985641	0.4557103303697482	0.24332057	0.13199233239562846	0.8562023678268499	0.2287244558317963	0.15073408742618	0.05444659823194832	0.07999737666952741
5	0.22827677736022592	0.41591889603142806	0.24235952	0.14424094493480913	0.8322867025386956	0.24587080712246823	0.139825866994907	0.014081183447160592	0.0255857503364303
6	0.20877739862477268	0.3840074652227862	0.23888981	0.16116487075807998	0.795204471133972	0.2680115729410732	0.10582812351242424	0.0075847563399158106	0.014155015405610325
7	0.19287743807302837	0.3583764747298997	0.23850965	0.17834448896312735	0.7530882905668467	0.28839256954868053	0.0	0.0	0.0
8	0.17993925269475708	0.3377504966261421	0.23489027	0.19480329359370457	0.7161666929177288	0.30629248517120894	0.0	0.0	0.0
9	0.16945515508085837	0.32142146004261885	0.22132568	0.20947797034958687	0.7138404886905306	0.3239052685672613	0.0	0.0	0.0
10	0.16101600029125288	0.3092823273390834	0.20376216	0.21496634537171755	0.7321990789573192	0.3323562200330359	0.0	0.0	0.0
11	0.15422187691068834	0.2996412140844318	0.17009096	0.21585581734334985	0.7637284999536579	0.3365820311227454	0.0	0.0	0.0
12	0.14876178802219348	0.29232784359135927	0.13962059	0.21594440579249705	0.7907567641026486	0.3392456563218853	0.0	0.0	0.0
13	0.14436291513044083	0.28695167214222417	0.09791265	0.21284635132423002	0.9021390730096056	0.3444296326866176	0.0	0.0	0.0
14	0.14079553791057275	0.2826668060333685	0.083068736	0.21455734908820664	0.9547635442686729	0.3503769345577338	0.0	0.0	0.0
15	0.1379045625257121	0.27964809923820033	0.07706579	0.2161202646140749	0.9700581522626046	0.35348683060691827	1.0	5.686150640914469e-07	1.1372294815370792e-06
16	0.13553499912241554	0.27750938662288155	0.071645506	0.21683458631899644	0.979511093395593	0.3550677472784811	0.8181818181818182	7.676303365234533e-06	1.535246269138337e-05
17	0.13356754829679482	0.27607919201708225	0.06700727	0.21710114322729937	0.9855384130749623	0.35581985483806483	0.6863905325443787	3.297967371730392e-05	6.59561783739357e-05
18	0.13190946789451147	0.2751426805891323	0.06375573	0.21741694638414497	0.9880408879720287	0.35640704575998655	0.5942028985507246	5.828304406937331e-05	0.00011655465574729586
19	0.130493133686164	0.2744087970401888	0.0632177	0.21761471127042464	0.9896381276870616	0.3567766560065344	0.5856697819314641	0.00010689963204919203	0.00021376024741611615
20	0.12928158236732742	0.274237498761916	0.061343838	0.21777548436951255	0.9909709613972919	0.35707932274830684	0.49352627570449353	0.00018423128076562882	0.0003683250673344264
21	0.12824231192527577	0.2738402792333831	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
22	0.12740256923182	0.273941884040228	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
23	0.1267212698663719	0.27420325414041474	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
24	0.12616499013589977	0.27446894081683476	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
25	0.12572372421216407	0.27504891785840235	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
26	0.1253671110720022	0.2752017077307914	0.06034243	0.21786823131072414	0.9930748371344302	0.35734042989067744	0.5533932135728543	0.00031529705303870735	0.0006302350282241865
