Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.36301257386803626	0.6231155523583909	0.5603304	0.024397350055683685	0.333287869958215	0.04546646256374693	0.02195894078113715	0.5036515356288205	0.04208308145127578
2	0.31958344833631264	0.5538205297525264	0.54381037	0.02574483161299509	0.25257798002091314	0.04672687464326144	0.022212269006927896	0.3330729521849285	0.04164713628134917
3	0.28621345527077974	0.49323098878722543	0.4376947	0.023542712857667774	0.4131050245295574	0.044546723318684533	0.02344378082053035	0.24490293569412241	0.042791287490219314
4	0.256512113935069	0.4398547566134082	0.41634798	0.024590773896338635	0.39197695420184914	0.046278268829702415	0.015983811116718732	0.09503085309956892	0.02736494708923867
5	0.23033146683714892	0.3925879506532811	0.385903	0.02580248912106296	0.39987518237012976	0.048476937992749825	0.010191788202369104	0.03377515467880125	0.01565854710066825
6	0.20690532254153177	0.35013768606442064	0.35426039	0.02629104120669405	0.3964323649634433	0.0493117697803853	0.011514086768103032	0.02890230747293896	0.016467756824475804
7	0.18579700406836835	0.3119847456778377	0.32065934	0.02634441951913251	0.39582067591639697	0.04940089104207149	0.012624730093324547	0.020032816290767214	0.015488542568727011
8	0.16680222173270426	0.27781023959483	0.28852797	0.026467406206329248	0.39655635598649325	0.049622830184239256	0.010452505119556144	0.011539431211846928	0.010969108131362142
9	0.1497907878732995	0.24735251413889167	0.2605074	0.026737600062762185	0.3887697197389576	0.05003410908791102	0.018385893358581568	0.009390253478981455	0.0124314002287115
10	0.13461709579354839	0.22036813722908005	0.23510283	0.02748805839044061	0.3798588982157692	0.051266289854118546	0.018417788730453393	0.009390253478981455	0.012438682550805885
11	0.12116891647640028	0.1966142676585962	0.21342011	0.02874355756480391	0.3677615074001976	0.05331974288403955	0.01853320600184523	0.004732324046405707	0.007539491792160245
12	0.10933405985369495	0.1758372398201099	0.19409983	0.03155620342732983	0.35511029001500294	0.05796174605712389	0.01854821726523141	0.004732324046405707	0.007540733130490906
13	0.09895762634512625	0.15778379320852026	0.14769256	0.03254385090871112	0.5602079742759958	0.061514192004480224	0.014053254437869823	0.00015705529586324617	0.0003106389761993321
14	0.08993107128496233	0.14219459558814024	0.14695707	0.039930957550041925	0.5003492413815906	0.07395949123181612	0.0	0.0	0.0
15	0.08215067908167839	0.12882354381409558	0.14951223	0.05137129657690238	0.41895740081751415	0.09152061105230014	0.0	0.0	0.0
16	0.07540628555181779	0.11741255965730375	0.14736204	0.06573846786107007	0.3913817972912095	0.11256923686839838	0.0	0.0	0.0
17	0.06964318888556016	0.10772506298481925	0.15001796	0.07967283818701067	0.33899145701851185	0.12902180487379003	0.0	0.0	0.0
18	0.06472109874808475	0.09954579934970406	0.13725217	0.09139908530333306	0.3960521258260902	0.1485227698955663	0.0	0.0	0.0
19	0.060533550631647046	0.09268429512081068	0.15486991	0.175965427447504	0.1837712282964047	0.1797836401901185	0.0	0.0	0.0
20	0.057006759147502875	0.08696254653748402	0.15305406	0.2053243011966685	0.18941281984517655	0.19704787211172167	0.0	0.0	0.0
21	0.054013788508937545	0.08222771109628284	0.15941581	0.29846317213490337	0.1696031873958992	0.21629542172230948	0.0	0.0	0.0
22	0.05147068403465183	0.07833615875194881	0.15380284	0.3352723507286543	0.181994023632689	0.23592318057494022	0.0	0.0	0.0
23	0.04932284711026832	0.07514996532627866	0.17060271	0.5770649631095915	0.15904328526614672	0.2493608996977031	0.0	0.0	0.0
24	0.047512458902048436	0.07254103521916493	0.15801685	0.642495179156016	0.1776419387236364	0.2783292860611947	0.625	6.199551152496559e-05	0.00012397872525074697
25	0.04597566071407575	0.07041847933668735	0.15746862	0.6242884521868475	0.1804028055035482	0.27991701697176075	0.7263681592039801	0.0006034229788429985	0.0012058442148384914
26	0.0446311196998546	0.06871014026817211	0.15976457	0.6307231617168401	0.18020028683256664	0.28031374566028033	0.7251082251082251	0.001384566424057565	0.002763855371986057
27	0.04349590335041285	0.0673274504682742	0.1634965	0.6291851553045583	0.18050199832198816	0.2805260706887415	0.7363265306122448	0.0037279967597012645	0.007418434233359926
28	0.04251446174947839	0.06621045639261233	0.16778918	0.6370963023636789	0.1800225663661951	0.28072221989488305	0.7188823031329382	0.007017891904626105	0.013900088001146062
29	0.041608308892893166	0.06523135609247467	0.12521878	0.44518051453960145	0.20747417886944985	0.283039293628106	0.6986560268794624	0.013750604456237369	0.026970390936911014
30	0.04083710522635987	0.06451980429432116	0.12336458	0.44971592939326804	0.20806933578008951	0.28450650895599566	0.7079373234009761	0.022781283968374023	0.044142084336046834
