Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.3442638204719306	0.5983288346149375	0.3957419	0.1269124495698938	0.6448430309684823	0.21208429538121173	0.12950178585121255	0.3154662160202745	0.18362416253988972
2	0.2960656886202816	0.5215742412130925	0.28886804	0.1262523103931723	0.8312586465028183	0.2192107022889809	0.12735733685387488	0.15336941385453348	0.13915823877890324
3	0.2609821041734302	0.46417635667154805	0.24940102	0.13413000222449256	0.9008574146551435	0.23349463976275026	0.11551667958431534	0.051908016278312055	0.07162911843303138
4	0.23389623801763884	0.4196162520630123	0.24210843	0.14739670600196939	0.8553153283268672	0.2514593575667182	0.1584325207005225	0.04449299153502754	0.0694751165069771
5	0.21225610444981766	0.38475377449641124	0.24718623	0.16695549284694441	0.7752082694826001	0.27474051511063063	0.18405552182972648	0.01594680947244463	0.029350641263631714
6	0.19497268564042414	0.3578341075239994	0.24401085	0.18442062741461035	0.7439947141543642	0.2955745469385007	0.21528593189679796	0.015429654071653458	0.02879551844508127
7	0.1812564685418912	0.3371694897722763	0.24306363	0.20484843157692426	0.7102911934604719	0.3179887155194128	0.21385396614143912	0.007674881827574305	0.014817970061607514
8	0.17040730000469936	0.32130029984951985	0.24709709	0.2138205015684401	0.6876577551418439	0.326209367818642	0.0	0.0	0.0
9	0.16182592315200703	0.3089948519308717	0.20043403	0.21389726520284713	0.7319156243478696	0.3310480373800168	0.0	0.0	0.0
10	0.1550297029635322	0.29936774286609635	0.20479476	0.21841850490656264	0.7276254236892996	0.3359819821688481	0.0	0.0	0.0
11	0.1496507525212106	0.2918846649826177	0.10377794	0.20827448519183644	0.99934125944825	0.3447078050552881	0.0	0.0	0.0
12	0.1453809945267926	0.2859869311595785	0.10039381	0.21454387957363397	0.9996201651371869	0.3532675658825781	0.9946236559139785	0.00010519378685691768	0.00021036532497178544
13	0.1419936287611839	0.2815212756093085	0.10117263	0.21785990998954738	0.9984817977788758	0.357677703890299	0.9012444801284625	0.0006382704094426492	0.0012756373996429921
14	0.13932883232715992	0.2781188156735341	0.090474404	0.21791377376684354	0.9999249428115399	0.3578428158103863	0.8743961352657005	0.001080652929305795	0.002158638030590644
15	0.13723110820996623	0.27560449825339095	0.09063913	0.217895556640504	0.9998649539222783	0.3578144122928422	0.8070271754048861	0.001671728288428854	0.0033365450416557433
16	0.13559285490429354	0.273729947197268	0.0887281	0.21789523608168135	0.9997512309094599	0.3578066974074391	0.7623639488256635	0.0022701956433851017	0.004526910883634863
17	0.13431503045071888	0.2723579597763309	0.08520716	0.21792206264536118	0.999689251867474	0.3578388951789943	0.7373085010513668	0.002791331349624913	0.005561607348708475
18	0.1333336016141487	0.27144658090981216	0.08104475	0.21793694934558955	0.9996656543423142	0.3578574526911402	0.692450182430536	0.0035072177153160447	0.006979086784005015
19	0.13257500721206925	0.2707480298578135	0.07691368	0.21794163117390833	0.9996611054218015	0.3578634728530182	0.6294100813539921	0.0043771987633759585	0.008693936013511854
20	0.13198555969426604	0.27052027769915715	0.071645826	0.21795092641590613	0.9996548506560965	0.3578756029239282	0.5563319298874257	0.005296933629543874	0.01049395250150177
21	0.13151125144865727	0.2704001331728322	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
22	0.1311077522628502	0.2705695603428216	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
23	0.13074099541522186	0.27073733336301653	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
24	0.13040164637194535	0.27103708942872273	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
25	0.13006889867643437	0.27137182051463254	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
26	0.1297639427423941	0.27132660463361663	0.06539078	0.21795985922625516	0.9997313293822168	0.35789254591754693	0.5204844047738442	0.005901940057737174	0.01167153285081927
