Epoch	Train Loss 1	Test Loss 1	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.363749611608941	0.6657994863661852	0.36852464	0.3060855606475003	0.8393164853996391	0.4485807544710202	0.3308125143512297	0.5437271578903683	0.4113518321283655
2	0.3411810376263898	0.6268134519006267	0.43070117	0.3511750386982679	0.7434217750421285	0.4770179619424185	0.38494766498324867	0.5589656063864096	0.4559158378442324
3	0.32263701897242975	0.5926843353293159	0.48261783	0.44007163950080636	0.6466948704846439	0.5237409679007298	0.45379812783150353	0.6028665523642529	0.5178174645611283
4	0.3061215850556719	0.56302966809634	0.50013167	0.5094244128791745	0.6257218474106008	0.5616157069688034	0.5092237504584884	0.6259916080239949	0.5616023286006968
5	0.2916698758329811	0.5370107640822729	0.5167901	0.5959124512779516	0.6032383378250205	0.5995530167929138	0.5604019628330814	0.6353035368901961	0.5955067517050978
6	0.2788509745793096	0.5139907831043908	0.5046598	0.6304766072731062	0.6539407961915334	0.641994375703992	0.6214394131450821	0.6612619436079271	0.6407325165868896
7	0.26738241379117145	0.4932023013631503	0.5279448	0.6877110678500707	0.6401942449339908	0.6631025022288154	0.6550079571811185	0.6706214264284127	0.6627227428690562
8	0.25691631205123044	0.4741462997414849	0.46224338	0.6381374969557251	0.7487482502306366	0.6890320060199635	0.6809445802543617	0.6753201894203692	0.6781207227441809
9	0.2472408716085142	0.4564909226063526	0.48287496	0.6887252274639355	0.7332811104453557	0.710305131732402	0.7104532111022964	0.6898985025692105	0.7000250032899066
10	0.23824374075850535	0.44008478567455755	0.49177504	0.7224361096632247	0.7292005488590941	0.7258025685550055	0.7348879651584199	0.7109411273399788	0.7227162340681547
11	0.22983645805125608	0.42476402268265234	0.49224597	0.7453728502821104	0.7345023824531096	0.7398976916941621	0.7530731235635605	0.7218603798609868	0.7371364875453872
12	0.2219595818234415	0.4104466223807046	0.4871922	0.749502411483061	0.7405469223513096	0.7449977547929462	0.7582017250913896	0.73022987581501	0.7439529652811085
13	0.21454385170263462	0.3970392802447984	0.4954818	0.7640444988122789	0.7339010410857519	0.7486694785343713	0.7672485290773078	0.7306656429597236	0.7485103623070789
14	0.20762912466608244	0.3844726715575565	0.48407933	0.7632068747999532	0.7411625299049526	0.7520231884515686	0.7714214416741445	0.7310218653081799	0.7506784963008162
15	0.20108738599409318	0.37273146189523465	0.4483466	0.7463564217659104	0.7674823466752436	0.7567719759520815	0.7746739098565533	0.7310266207036084	0.752217640859841
16	0.19496270285212788	0.3616225710420897	0.43359348	0.7402043451324422	0.7804442576870967	0.7597918803890933	0.7859080149834976	0.7323205205688145	0.758168553909502
17	0.1890626527240564	0.35087413182764343	0.48212475	0.7800336531158345	0.7503222861174444	0.7648895513126746	0.7932107191508009	0.7347980815870224	0.7628879027985083
18	0.18315739634221997	0.3398299203677611	0.46784455	0.7770507216132504	0.7646174370839569	0.7707839432141462	0.7989905926521755	0.7398863546954342	0.7683034540900531
19	0.17701385613402415	0.32819503207098355	0.38928404	0.7316647623811716	0.8346609532752137	0.7797765202252771	0.8061756583321302	0.7459551038794516	0.7748971434589124
20	0.17075601168747606	0.31666052409193735	0.39130235	0.7467898738830675	0.8465766772928139	0.793558631692477	0.8152149853486512	0.7483219938767799	0.7803375441450002
21	0.16467978712171316	0.3054342269897461	0.39755747	0.7646295195264655	0.8517462244321842	0.805840237061517	0.8237056406179681	0.7588098023398274	0.7899270962882989
22	0.1588770411266335	0.2947249351577325	0.3736777	0.759207364627222	0.8825136328540759	0.8162298593666754	0.8314662672056671	0.7755401480743674	0.8025300532171883
23	0.1534039102623175	0.28469478045449115	0.3653636	0.7626808333150397	0.9011664552677244	0.8261604148113625	0.838996993979224	0.7889940263587245	0.8132276015197185
24	0.1481044242993511	0.27504421228712256	0.35938427	0.7682506226896761	0.9095221173441376	0.8329387125285919	0.8445004438221383	0.7942132889957556	0.8185852862696311
25	0.1430332806154058	0.2657258834576968	0.41686144	0.8095942217302725	0.8727045490112668	0.839965614247951	0.8504568266809338	0.8019555050619023	0.8254943646600608
26	0.1381491556249816	0.2568508281626485	0.3996377	0.807741826886378	0.8920382575885303	0.8477998047137811	0.8552883528081417	0.8092779494043219	0.8316472625812242
27	0.13337950896600198	0.2483144456690008	0.3932088	0.8109719404688789	0.9042029914031097	0.8550536051918851	0.8608640568398134	0.8183858285757764	0.8390876790485495
28	0.12876198386195406	0.23978737019228213	0.3885899	0.8163918131227422	0.9146484336159767	0.8627315216921483	0.8676803536801367	0.8265728902688182	0.8466279292453509
29	0.12418214711842351	0.2315216435853279	0.39970267	0.8296642785476892	0.9151563963094673	0.870315880873611	0.8733202372792294	0.8377657941812982	0.85517362506236
30	0.11966503480577777	0.2234025291646972	0.4132325	0.8428624397183344	0.914921220390098	0.8774148371825278	0.8791403961368033	0.8478359924639952	0.8632044713451295
