Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Train Loss 4	Test Loss 1	Test Loss 2	Test Loss 3	Test Loss 4	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.44463037493381097	0.3675621271665607	0.4006968970809664	0.3619293510311782	0.6899590979922902	0.6863943825597348	0.6857847720384598	0.6947047114372253	0.26338768	0.27089321885103235	0.9910187872704117	0.42548175771883767	0.3137660717502705	0.521036572449314	0.39167005450107517
2	0.431625375933681	0.3554926655654396	0.388354861044458	0.34963748129931366	0.6720804517919367	0.6671192278032717	0.6690454632043839	0.66349296271801	0.4522069	0.32863075842052036	0.7181680314651546	0.4509216233991667	0.3415588215940867	0.5520287813823676	0.42200742138082104
3	0.4189630222658739	0.34333828889897894	0.37527739788804737	0.3361118556273104	0.6536281433972445	0.647416583351467	0.6482461541891098	0.6381919085979462	0.45343822	0.34872271574251207	0.7242873607641834	0.47077927962419575	0.38235831447963803	0.5844895428854529	0.4622949407111651
4	0.4049395348163361	0.32944190848086563	0.36075685785285067	0.32116230629911324	0.6338454159823331	0.625469490237858	0.6262086778879166	0.6130015403032303	0.47298157	0.39592816950459614	0.6787289433251973	0.5001184190051434	0.42056894840742165	0.5981924309667892	0.4938961502280723
5	0.3895398490395106	0.31412815675139427	0.3446509409695864	0.30557534881312437	0.6119704192334955	0.6010530591011047	0.6039007902145386	0.5873610973358154	0.48631647	0.4472295510595237	0.6512414608228909	0.5302906003064323	0.4594343503067477	0.6142133581651437	0.5256672424886313
6	0.37333924613945874	0.29853304395718233	0.3286831434816122	0.2907053728898366	0.5874519890004938	0.5763670771018319	0.5819516032934189	0.5627833008766174	0.4685484	0.4657135536708432	0.7095707088392426	0.5623434379840971	0.48884372036443235	0.6313167862864771	0.5510196881686289
7	0.35762078373144707	0.28377142255859716	0.31353374597217354	0.27667768043701096	0.5633864240212874	0.5526808443276778	0.5610594153404236	0.5399639457464218	0.47070417	0.49610617566668475	0.7243267008536367	0.588877858679647	0.5302554785205529	0.643712805242348	0.5815016407079111
8	0.3425736839466907	0.26979279491518227	0.29913027504725115	0.263269110460474	0.5396408817984841	0.530039003620977	0.5413090139627457	0.5191589742898941	0.48811433	0.559815101601884	0.700573932997343	0.6223346232224981	0.5792187215866961	0.6568303473773129	0.6155879142016658
9	0.3281945398090579	0.2565206393067326	0.2857524848410061	0.2507252660062578	0.5172054713422601	0.5086341681687728	0.5222901999950409	0.4998975321650505	0.5008778	0.6419905930426998	0.680822614239729	0.6608366343281077	0.6397701758093521	0.6831652949512399	0.6607560089178345
10	0.31479866834397013	0.24414988021765435	0.27336725778877735	0.23920337178490378	0.49613387476314197	0.48867312358773274	0.5049330368638039	0.4823814630508423	0.48482504	0.6522404716798823	0.7266352291797981	0.6874309327867123	0.6802704354410335	0.6886210304336661	0.6844202625335708
11	0.3024683949795175	0.2327349672892264	0.26185193923967226	0.22848021050896308	0.4766397042707963	0.47067645606787306	0.48785223066806793	0.46490904688835144	0.4932181	0.704150824133102	0.7262379375071871	0.7150238535515158	0.714398946063909	0.7114905916662992	0.7129418028130089
12	0.2909535416897307	0.2220809371875865	0.25100617336907555	0.21850927580486645	0.45826469497247174	0.45377649276152904	0.47161325067281723	0.44958098977804184	0.5025648	0.740333499529112	0.7221586728469515	0.7311331541904574	0.7374482906091963	0.724580033737369	0.7309575312475468
13	0.280208132157089	0.21233540227902786	0.24097637911992414	0.20926081968678367	0.4411692510951649	0.437708216128142	0.45595020055770874	0.4356384128332138	0.4725017	0.7250928793207955	0.7602096178304848	0.7422361192245743	0.7489030801029818	0.7271051487098612	0.7378431566950266
14	0.2701728506713894	0.2032536362696971	0.231512391540621	0.2006306345715667	0.4254175830971111	0.4232340499110844	0.4414590671658516	0.42231298238039017	0.48048362	0.74484265659941	0.7574065283797676	0.7510720543102736	0.75598842422179	0.7333835676014044	0.7445144539645103
15	0.2607636536266787	0.19479439607156174	0.22278230836881058	0.19263063762525115	0.411042335358533	0.4089940975541654	0.42738934606313705	0.40925678610801697	0.44926876	0.7307683751332265	0.7810412759677013	0.755068951617369	0.766321050215932	0.7405681054763998	0.7532245171468597
16	0.25194861037088623	0.1869928753003478	0.21465846191027335	0.1852006751178491	0.39752043377269397	0.3958667747352434	0.41435472667217255	0.3957584723830223	0.44960377	0.7383160108489366	0.7807006167315562	0.7589169921472811	0.7728685441454207	0.740376592733237	0.7562737396604208
17	0.24371990265575708	0.17973865063062736	0.2070597456768155	0.1782729530876333	0.3845104493878104	0.3845445487810218	0.402665413916111	0.3826140835881233	0.47010213	0.7608997726906377	0.7632102723458193	0.7620532711982781	0.7774288671612732	0.7393502919380485	0.757911600312429
18	0.23599644523140387	0.17300039729369537	0.20000832022300788	0.1718542885900748	0.3720326911319386	0.37227881602619006	0.39180365204811096	0.3708541467785835	0.4520317	0.754970220936555	0.7761363017376215	0.7654069609426208	0.7913415724301223	0.737458509174887	0.7634504776317859
19	0.22880630290254633	0.16679465544543096	0.19347608728068216	0.16588119605574944	0.3610857102003964	0.3619940661865732	0.3817298710346222	0.36055685579776764	0.47824055	0.7829094683968787	0.755759000018157	0.7690946933485493	0.7964990647500209	0.735240765670541	0.7646449750698001
20	0.2221044846248965	0.16093711674745595	0.1873251867613622	0.16029650289000888	0.3501436412334442	0.35257739787516384	0.37239667028188705	0.35135986655950546	0.45722738	0.7746256826819917	0.7719135105971826	0.773267218465969	0.7983603221974382	0.7362147571160169	0.7660291876505759
21	0.21581344898288132	0.15544920680778368	0.18146201369485684	0.15499024047996057	0.3399686813354492	0.34342734243558803	0.3636782169342041	0.34338247030973434	0.44962776	0.7776992491896139	0.7753948923594629	0.7765453612643874	0.7996633849513934	0.7369704326804608	0.7670380074214157
22	0.20979824662208557	0.1503081832613264	0.1758448975160718	0.14973652769218793	0.33052307638255035	0.3343183361965677	0.35591554641723633	0.33570655435323715	0.34005752	0.7200149637800252	0.8570208225796551	0.7825666631862732	0.8016660662148266	0.738786993734118	0.7689432134428522
23	0.20393820455733766	0.14521453848906926	0.1700968731726919	0.14445594811078274	0.32178112322633917	0.3256696869497714	0.3477391302585602	0.3293527364730835	0.33176306	0.7255618948699292	0.8673223060036435	0.7901340417110551	0.8058508196806204	0.7400143180633263	0.7715306209143624
24	0.19808572139723082	0.14004526194185019	0.1643384744280151	0.13908182325387242	0.31345828012986615	0.31698975744454755	0.33875279128551483	0.3230648562312126	0.3286493	0.7346014476211625	0.86947822936742	0.7963693763236154	0.8109473415120824	0.7405590269942183	0.7741565053992195
25	0.1920764297246933	0.1347410616331867	0.15843153611889907	0.13354109528690877	0.30471197041598236	0.30727464064307836	0.3293910026550293	0.3175828531384468	0.36159882	0.7656125105928904	0.8393342100553268	0.8007801922887752	0.8168959547239231	0.7433041870824438	0.7783644768215399
26	0.1859557533517797	0.12941917697233812	0.1524966529437474	0.128132112550013	0.2954524809663946	0.29798979292745176	0.3199554532766342	0.3113405928015709	0.34404093	0.7635781609862781	0.852800625291268	0.8057268985167704	0.8233326595448496	0.7466039992010935	0.7830933214593242
27	0.17990443068193207	0.12412920660738434	0.14665625390729733	0.12282387227422059	0.2865188474004919	0.2879856832649397	0.3113587200641632	0.3054855465888977	0.32105798	0.7569943478957784	0.8738224992456214	0.8112237669761392	0.82906511777796	0.7518323403203061	0.7885621734464062
28	0.17389119083577015	0.11900247566934143	0.14096622075885534	0.11771916154057088	0.2774732708930969	0.2778659234876218	0.3033200055360794	0.30043140053749084	0.3184339	0.7639723406965476	0.8789799417420829	0.8174508422378328	0.8351531990872026	0.7562643688595957	0.7937534682661868
29	0.16804168082720844	0.1140863083835159	0.1354503563738295	0.11283580409456985	0.2681043269959363	0.2687364707822385	0.295294389128685	0.2958712950348854	0.308765	0.7657994939883258	0.8913599652769671	0.8238229659240969	0.8409135346954542	0.7604361475763479	0.798652606420642
30	0.1623468205649802	0.10935343821932163	0.1301103024078267	0.10814461668934484	0.2595617703416131	0.2599236643832663	0.28762728348374367	0.2910807281732559	0.3039603	0.770911035338798	0.899995763374982	0.8304672244771772	0.8464684082473358	0.7646576417907609	0.8034859058799052
