Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Train Loss 4	Test Loss 1	Test Loss 2	Test Loss 3	Test Loss 4	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.44941191862805097	0.445889572782409	0.42485876187682153	0.416331843559043	0.6926238318284352	0.668885251374844	0.658497840930254	0.6398328421479564	0.2741708	0.10921545624754703	0.9989872965708532	0.19690413708684978	0.09946223515025317	0.27855883374775897	0.14658486790785102
2	0.40374124160010694	0.39253869772725253	0.3675446280837059	0.36064195106307184	0.6312449216842652	0.592745360943789	0.5824623046777188	0.5658341302710065	0.20457593	0.10938017565809233	0.9943021927502717	0.1970801593162914	0.11951724216881406	0.172157024187179	0.1410870626874463
3	0.3499962289212486	0.3419284377601028	0.32163290709257125	0.31621427397172613	0.5643521010875702	0.5283183102073565	0.5215878563049512	0.5069726912652032	0.24224027	0.11369809734141192	0.9129734644408041	0.20221334591156434	0.15310600733898339	0.12164950681172416	0.1355770444882377
4	0.30803738898395944	0.3020261154658552	0.28626704320311547	0.2817617573412547	0.5122784415880839	0.4782992231715572	0.4749621045895112	0.461730126607216	0.25511935	0.12540529353403673	0.8355170047177992	0.21807851773225218	0.2020142854716137	0.09128858977209339	0.12575123390248033
5	0.2754987204953822	0.2705747265362701	0.25845731794834137	0.2544746301380027	0.4721832642952601	0.43917978648605244	0.43861374717492324	0.4261052290261802	0.2545846	0.1394818427586697	0.7855300544335201	0.23689896285072476	0.1999046439885196	0.06031754876869251	0.09267278847439088
6	0.24929093202138278	0.24456983252807898	0.23444976523518563	0.23039313133461886	0.4400733123222987	0.40632732367255	0.4074573914210002	0.3951201201495478	0.26033753	0.15691641719143365	0.7054812786333223	0.2567298015166952	0.21469974689177537	0.02194598270614144	0.039821525115248266
7	0.22621765368819785	0.22240457920156623	0.21504539273679257	0.21163324173913903	0.41241794725259145	0.3794344522751094	0.38274868100117415	0.3713210038209366	0.25667664	0.1765946194535328	0.7352738649163937	0.28478977088183516	0.21311005242108952	0.007605226482223103	0.014686343622009202
8	0.20869282224485952	0.20533373647169983	0.20015017181634903	0.19698008601684647	0.3915065924326579	0.3589104990897283	0.3638061307943784	0.35285780743017037	0.26023835	0.1971982734156409	0.6914632114582758	0.3068780491805657	0.0	0.0	0.0
9	0.19484100212699257	0.191802932108466	0.1881724962592125	0.18514688139459695	0.3749980022509893	0.3425962892793567	0.3486258272941296	0.338017416960102	0.25120524	0.2135866965096799	0.7134521246017562	0.32875404770817923	0.0	0.0	0.0
10	0.1836395590536056	0.18085121405393412	0.17842449091374873	0.17549466081412443	0.361590476334095	0.3293776851697046	0.3362512890345011	0.3259315119456437	0.21736501	0.21369801886122688	0.7676334639063059	0.33432485012247076	0.0	0.0	0.0
11	0.1745031578337542	0.1719142546976246	0.17045102879405022	0.1676395302675814	0.35054772992928823	0.318563518872678	0.3260542437052115	0.3159917936486713	0.21130994	0.21814263944010026	0.7520070690224768	0.33818452035437513	0.0	0.0	0.0
12	0.16700372855234805	0.1646009757514929	0.16393291041254998	0.16112143872492762	0.34137460390726726	0.30968012933522626	0.31762975263289916	0.30779813457343536	0.18380234	0.21820011926572408	0.760041599878089	0.33905969147474097	0.0	0.0	0.0
13	0.16088770563426655	0.15863004744340833	0.15858518704771996	0.15591203196939216	0.33374573340018593	0.3023736794871059	0.3106707277206274	0.30103044742244783	0.15342873	0.21782813771681647	0.7829195426742762	0.3408289807800331	0.0	0.0	0.0
14	0.1558310939556992	0.15370781323760027	0.1541722771525383	0.15151063864489636	0.3273910775780678	0.29631735600246106	0.30488602358561295	0.2954249177443779	0.107905075	0.21258225195306077	0.9999158449705144	0.3506221785035555	0.0	0.0	0.0
15	0.15168670918534977	0.14959721291218786	0.15054829545319082	0.14792904461244025	0.32209261556466423	0.2912909448798237	0.3000561621708748	0.2907411759182558	0.10790405	0.21604502789826707	0.9999508147969561	0.3553209543889042	0.0	0.0	0.0
16	0.14828116800378544	0.1462398378505415	0.14757644213736057	0.1449183202890986	0.3176438088218371	0.2871072653457115	0.29601461306596416	0.28683378130702647	0.10810738	0.21784600988238653	0.999950246181892	0.3577530644011725	0.0	0.0	0.0
17	0.14545519320371514	0.1434523783588179	0.1451279016584158	0.1424914225636716	0.3138854185740153	0.2835847822939112	0.29262276681569904	0.2835530358350883	0.10819956	0.2179206812575184	0.9999508147969561	0.3578537858723583	0.0	0.0	0.0
18	0.1431421049728921	0.14114044916226667	0.14312476269900798	0.14047241228890706	0.3107201710343361	0.28065459939137183	0.2897781874888983	0.28080326318740845	0.10824176	0.21798610501660268	0.9999522363346163	0.3579420826170811	0.0	0.0	0.0
19	0.1412352044049496	0.13921299341604138	0.14149716071784496	0.13881930110444984	0.30806740472714106	0.27818730041954687	0.28739040325849485	0.2784922504324024	0.10825661	0.21800035937224277	0.9999522363346163	0.3579612993878634	0.0	0.0	0.0
20	0.1396684100688328	0.13759520736293515	0.1401501327753067	0.13741270527542834	0.3058262154459953	0.276134334993167	0.2853959321211546	0.27657582926548135	0.108197995	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
21	0.1383677593299321	0.1362591813199954	0.1390609572082758	0.13629739716589212	0.30396077533562976	0.27440975818151986	0.28372793396313983	0.2749580084267309	0.10825709	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
22	0.1373172316545715	0.1351346846148012	0.13819803155958651	0.13534986218774175	0.3023996556798617	0.27298369441853193	0.2823360921480717	0.27362065194016794	0.10831936	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
23	0.13649377659443887	0.13420293284595108	0.13749542109668256	0.134614732670018	0.3011093651254972	0.2717970504216809	0.2811809396132445	0.27250359927193596	0.10841054	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
24	0.13581786905565568	0.1334450699137029	0.13694861009716988	0.13400713542857803	0.30002952764431634	0.2708185548013677	0.2802331290948085	0.27159116202491823	0.10835156	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
25	0.13528820398491098	0.13282694215263913	0.1365014448016882	0.133578391678362	0.2991371269027392	0.2700028328296265	0.27944260377150315	0.2708240684311269	0.10842988	0.21800138629828297	0.9999522363346163	0.3579626838036325	0.0	0.0	0.0
26	0.1348384087948206	0.13228027303005763	0.1361842630058527	0.1331593290749324	0.2983930697043737	0.26931271172774945	0.27877257726131344	0.27017630990278924	0.1084657	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
27	0.13448823391017825	0.13184927942624222	0.13592902585864067	0.13286195725322247	0.2977680558959643	0.26875882754560376	0.27823138733704883	0.2696504001900301	0.108502276	0.2180013513403788	0.9999519520270843	0.35796261845941224	0.0	0.0	0.0
28	0.13423799410943063	0.13148874382753878	0.13575147457420825	0.13258825595599102	0.2972556933760643	0.2682873722715456	0.27777878328775746	0.26922284142445707	0.108478166	0.21800124088781123	0.9999513834120202	0.3579624331227513	0.0	0.0	0.0
29	0.13404407788256895	0.13118025636519404	0.13563308618962766	0.13245502263906012	0.2968409369389216	0.2679165351749118	0.2774085165598454	0.2688681791394444	0.10834513	0.21800137278603543	0.9999522363346163	0.357962665587566	0.0	0.0	0.0
30	0.13392238188449138	0.1309405946429225	0.13555264331400393	0.1323066527345573	0.2965005437533061	0.2675937775298546	0.2770995612327869	0.26856767019983063	0.10846339	0.2180012059298825	0.9999510991044881	0.3579623677784955	0.0	0.0	0.0
