Epoch	Train Loss 1	Train Loss 2	Test Loss 1	Test Loss 2	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.4623425605553615	0.4065711349248886	0.600406463722831	0.5999445180132295	0.4873797	0.0561695764181161	0.2475955010056031	0.09156638104989763	0.05827252346619068	0.1806756501377307	0.08812309300067726
2	0.3359827882126917	0.30422429740428925	0.4297350122630085	0.42960519278437975	0.36560565	0.08889118970509288	0.35136034882600375	0.1418863385534032	0.15254237288135594	1.689563379276942e-05	3.378752527025328e-05
3	0.26620064087306394	0.2738381177186966	0.3896070776018434	0.38955802062772354	0.34101108	0.15327173982903786	0.2984588678924136	0.20253358602383179	0.0	0.0	0.0
4	0.24621806999173346	0.2630760744214058	0.3716898087162914	0.3716747849719602	0.3204052	0.1622053754705099	0.31671616461603735	0.21453645367397922	0.0	0.0	0.0
5	0.23646570044227794	0.2525078281760216	0.36281957107997065	0.36281829745241956	0.31759012	0.16627835945172864	0.3122187972060879	0.21699284381138312	0.0	0.0	0.0
6	0.23193893381689168	0.24581962078809738	0.3592238521289662	0.35924988683460096	0.3149674	0.16667942689309662	0.3119741233982001	0.21727476193101455	0.0	0.0	0.0
7	0.23030065277331993	0.25226716697216034	0.35807904764677606	0.3581671208194353	0.3148527	0.16746393145603025	0.3089729582252326	0.2172032746356506	0.0	0.0	0.0
8	0.22993308788613429	0.2501189112663269	0.3578854631600617	0.35800692863366207	0.31428257	0.16720340353657603	0.3092351534311278	0.21704863886717204	0.0	0.0	0.0
9	0.2298747143224825	0.25264672935009	0.35795808779027816	0.3581012210858216	0.31428257	0.16720340353657603	0.3092351534311278	0.21704863886717204	0.0	0.0	0.0
10	0.22987280655888062	0.24968169629573822	0.3578634063743604	0.3580948850507393	0.31428257	0.16720340353657603	0.3092351534311278	0.21704863886717204	0.0	0.0	0.0
11	0.22987405354086357	0.24951189756393433	0.3577981742025444	0.358018977359883	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
12	0.22987572577180743	0.24960944056510925	0.35804351054988226	0.35831314013507315	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
13	0.2298847842065594	0.25729040801525116	0.3581806291437885	0.35853768565642485	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
14	0.22989497503525094	0.25648143887519836	0.3580241705295766	0.35841998733950725	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
15	0.22989211239015	0.25307491421699524	0.3579486210800158	0.3583290782944007	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
16	0.229873396569415	0.2544846683740616	0.3583549467102332	0.35876884259040726	0.31635195	0.16885158596006908	0.30573587994338086	0.21755310421046611	0.0	0.0	0.0
17	0.22987634556580194	0.24522855877876282	0.35767134763364317	0.35800274296649326	0.3155112	0.1682777261959806	0.31041534473976345	0.21824418008407137	0.0	0.0	0.0
18	0.22987321445459052	0.25264738500118256	0.3576637545846543	0.3581928135395868	0.3155112	0.1682777261959806	0.31041534473976345	0.21824418008407137	0.0	0.0	0.0
19	0.22988545736180077	0.2509727478027344	0.3578429094820857	0.35834199471293754	0.3155112	0.1682777261959806	0.31041534473976345	0.21824418008407137	0.0	0.0	0.0
20	0.22988138917503478	0.25382691621780396	0.35777151334142604	0.35831272980361206	0.3155112	0.1682777261959806	0.31041534473976345	0.21824418008407137	0.0	0.0	0.0
21	0.22988408262593837	0.24364184588193893	0.35772185357316283	0.35813821824091785	0.3155112	0.1682777261959806	0.31041534473976345	0.21824418008407137	0.0	0.0	0.0
22	0.22987344723336303	0.2505699545145035	0.3575796587696206	0.35802004037754	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
23	0.22986228671632236	0.24751321971416473	0.357895323383665	0.3583801467974844	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
24	0.22987679467548297	0.24555344879627228	0.3580228211438063	0.3584656485357988	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
25	0.22986689179758482	0.24984507262706757	0.3580268238564094	0.3585380069387511	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
26	0.2298765700263313	0.25157466530799866	0.3579466751877276	0.3584703847535887	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
27	0.22987648974868316	0.24771804362535477	0.3576791305382501	0.3581002032061588	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
28	0.22986717135468615	0.25593599677085876	0.35797384033685686	0.35849514603614807	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
29	0.22989672107409828	0.2574746608734131	0.3578690222462904	0.3584119102967133	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
30	0.2298915272272086	0.248639278113842	0.35771277730910694	0.35818162033938217	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
31	0.2298682209811633	0.2516551986336708	0.3578715366319359	0.35837472349047456	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
32	0.2298846366473391	0.25378966331481934	0.3578103959662632	0.35833520371958894	0.3147493	0.16791863192153694	0.3099116045470531	0.21781766276136585	0.0	0.0	0.0
