Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Test Loss 1	Test Loss 2	Test Loss 3	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.3589328625549873	0.29641197424019333	0.23279335283275163	0.6666419548647744	0.6443449279536372	0.6237700581550598	0.4426981	0.36288408306712455	0.7232234491142427	0.4832786264862027	0.38751379534222385	0.5648307381843555	0.45966495396208573
2	0.3164621473600467	0.2592897984833844	0.20084675401449203	0.5946741785321917	0.5775106865426768	0.5638704150915146	0.464336	0.46327935150125915	0.7265055365772047	0.5657745651672209	0.496703665159304	0.6352957553340406	0.5575157096759691
3	0.28389365126689275	0.230284776835315	0.17612805949257954	0.5382306064878192	0.5246267469032951	0.5168036371469498	0.5122531	0.6424265662169227	0.6634857394337275	0.6527863524586939	0.6173581907592839	0.6819301890658761	0.6480396412111332
4	0.2582769193376104	0.2073940798244645	0.15658051015010901	0.49305579704897745	0.482285912140556	0.4785199463367462	0.47682908	0.6545591911611809	0.7348512555540857	0.6923852409436118	0.6771557989797284	0.697397328851157	0.6871275265580499
5	0.23745085454235473	0.1886585445794384	0.14074151311069727	0.4561645431177957	0.4475131122962288	0.4465289041399956	0.4820011	0.7098855760366954	0.7447221595374643	0.7268867149285029	0.7275362520756833	0.7224007657051257	0.7249594142814874
6	0.22009108625352383	0.17318977600177832	0.12770819890179805	0.4254044507231031	0.41820436016373014	0.41949549317359924	0.49631602	0.7509564771619543	0.7396753880618824	0.7452732450194106	0.7537978557239364	0.7368895909581776	0.7452478315369014
7	0.2053824559474985	0.16023010991315925	0.11694621707179717	0.3993727820260184	0.39325718257738196	0.3964105024933815	0.44643927	0.7307949728260315	0.7736630638061667	0.7516182757165929	0.7623424376777275	0.738723012050172	0.7503468977679104
8	0.19285099500169356	0.14898265463061036	0.10803788334929518	0.37713908297675	0.37191953399906985	0.3768153488636017	0.4484789	0.740287870002782	0.77880926627707	0.7590601536944368	0.7767486092607009	0.7397449897586075	0.7577953410079034
9	0.18212068658322095	0.13966375483875781	0.10073354228266648	0.35813272850854055	0.3536309796830882	0.3599270433187485	0.45614833	0.7578839810986865	0.7737309362681905	0.7657254778978975	0.7851850734520762	0.7426159516713485	0.7633074608163006
10	0.1728832213828961	0.13161380549447727	0.09466979798993894	0.34178758944783894	0.33786499267039094	0.34547173976898193	0.42235073	0.7430026891414159	0.8025559818119095	0.7716319850930924	0.7897666637428824	0.7473557839874596	0.7679761427207623
11	0.16491570249199866	0.12455478277617851	0.08958812869553055	0.3275927113635199	0.3240826218024544	0.33290836215019226	0.40648672	0.7377415400996029	0.8243322344046807	0.7786368891014096	0.7926811829171433	0.7524604848255332	0.7720473528893841
12	0.1576333452016115	0.11822412228953522	0.08449593518993684	0.31460251978465487	0.3110011336596116	0.32067738473415375	0.3878207	0.7229622074954696	0.8568349298492712	0.7842263512190142	0.7868045951969449	0.7681338358489375	0.777357121935288
13	0.14915997174878914	0.10917745945991668	0.07633140649912613	0.29931085450308664	0.29355810103209123	0.2992824837565422	0.44504374	0.7496504744507344	0.8316992065406573	0.7885462807854415	0.7885663931752958	0.7714107356077957	0.7798942307692307
14	0.13830346744507552	0.09949405056185427	0.0686383164221687	0.2799601320709501	0.2741243821123372	0.2804943695664406	0.4447083	0.7555559191725161	0.858365734868548	0.8036862386360877	0.7966353153635787	0.7971408833449625	0.7968880191676722
15	0.12855987989654144	0.09125008064824923	0.062062042066827416	0.26321860615696224	0.25727092196112095	0.26348818466067314	0.45730972	0.8088993036816733	0.8637414932460415	0.8354213214588786	0.8334918181226519	0.8249257942158829	0.8291866836456564
16	0.11986083040634792	0.08375534270189505	0.05654694156588188	0.24814300771270478	0.24144906673742378	0.24884246662259102	0.4302833	0.8244298007422971	0.8866305083690637	0.8543995900721644	0.8585273885937477	0.8374450211442173	0.8478551690647662
17	0.11203745339686672	0.07722166206984393	0.0516600319450455	0.23434773619685853	0.2271012535561686	0.23597153648734093	0.37255254	0.823118749159036	0.9150297298676011	0.8666441742810489	0.8760503243138672	0.8300512458703714	0.8524306827328494
18	0.10490978062152863	0.07133093944429296	0.04753360734321177	0.22159256147486822	0.21417416813580886	0.2254640981554985	0.35599494	0.8281382405445665	0.9231290328995548	0.8730574306885627	0.8841181529244079	0.8328941077192172	0.8577420406098965
19	0.09837011077130835	0.06611062642351716	0.043779069158647745	0.21090889615671976	0.20246095527773317	0.2186104729771614	0.3438311	0.8310332500526297	0.9044766427945816	0.866200955876021	0.8908847327433091	0.8118445660096439	0.8495301393454748
20	0.09243414383381605	0.061147794193398636	0.04075900864388261	0.20151621103286743	0.19194427184436633	0.21183530613780022	0.3419393	0.8361571909545684	0.9016497763667223	0.8676693768741535	0.8955135874128461	0.8161084264742374	0.8539691342834188
21	0.08717201920226217	0.05688343572933062	0.03824509953015617	0.1928641019122941	0.18209424990674725	0.20506295189261436	0.36083233	0.8509987328610537	0.8866815207927503	0.8684737586898695	0.8982139134524885	0.8139892493478623	0.8540300415859589
22	0.08244440158208212	0.05329285545554836	0.036202119513680894	0.18562321897063935	0.17456664378228395	0.1990567147731781	0.3498609	0.847441342522691	0.8560338618739197	0.8517159313842511	0.8978595634233069	0.7809340634162242	0.8353249691104551
23	0.07831817145148913	0.05020874402428095	0.0344458145887724	0.17905396968126297	0.1659124590780424	0.19453739374876022	0.34740955	0.8503865000521291	0.8639053382339845	0.8570926146292904	0.8994511921271734	0.7878726176549675	0.8399726965100018
24	0.07451527491211891	0.04751587573405916	0.03300657602293151	0.1737500982625144	0.15888020279614823	0.18954427167773247	0.3610817	0.8644231063400175	0.8794719090145869	0.871882576457262	0.904545932847998	0.8064156336650871	0.8526667061299147
25	0.07093948880210518	0.04483866549830521	0.03211309576207506	0.1704073537673269	0.15215353486330613	0.18625133112072945	0.39361984	0.8793912558660503	0.9123381760551141	0.8955617964654271	0.9109112021920625	0.8579883293950012	0.8836580785283481
26	0.06772003485821187	0.04193254690452487	0.031180450942234268	0.16439405722277506	0.14669598470563475	0.17992519214749336	0.4284496	0.8918157042985368	0.9137440438672259	0.9026467153555868	0.9138956457165942	0.8821146119467638	0.8977239405413645
27	0.0646932564675808	0.03969127872744493	0.03029924799089453	0.15792685108525412	0.14043019984079444	0.17776380106806755	0.46572566	0.9066449214574968	0.9204603914468593	0.9135004243203795	0.9171439786136274	0.9070929748975645	0.9120907877332061
