Epoch	Train Loss	Test Loss
1	0.6261127717219866	0.5308658515705782
2	0.42879802045913845	0.330052012906355
3	0.2920708149098433	0.2247391965459375
4	0.2169779991874328	0.17643142272444332
5	0.1807182477070735	0.1525385081768036
6	0.16257553432996458	0.13898558081949458
7	0.1523296580864833	0.13082939342540853
8	0.1456979286785309	0.12568131308345235
9	0.13992726888794166	0.12106325082919177
10	0.13383018168119284	0.11550325505873736
11	0.12800134747074202	0.11045035676044576
12	0.12376711961741631	0.10683074242928449
13	0.12059741839766502	0.10502013476455913
14	0.11811592186299655	0.10414013135082581
15	0.11608611692029697	0.10400099351125605
16	0.1143714625101823	0.10384740811936996
17	0.11281469750862855	0.10378905648694318
18	0.11133925946286091	0.10385596226243411
19	0.10998935467348649	0.10341145317344104
20	0.10878780842400514	0.10424648663576912
21	0.10760565374333125	0.10429342354045194
22	0.10649628994556573	0.1043203459943042
23	0.10564112906845716	0.1049038522383746
