Epoch	Train Loss 1	Train Loss 2	Train Loss 3	Test Loss 1	Test Loss 2	Test Loss 3	Opt_Th	P	R	F1	P_5	R_5	F1_5
1	0.566243417012064	0.5433057231305647	0.5187655492470815	0.6865714047406171	0.6342086036753211	0.6289047248223248	0.360853	0.03404499984735466	0.7826363427560334	0.06525153148405677	0.03172382713847136	0.32337541364320777	0.05777937289117449
2	0.5085137618215461	0.480000511883583	0.454231983767106	0.6181398452939214	0.5562861310028882	0.551881821716533	0.36896843	0.03485260538764607	0.5913481578522028	0.06582561121676615	0.02884992046158213	0.1774582528731721	0.049631155158697704
3	0.4442629422012128	0.4164154432765846	0.3920354378911165	0.5431675169918988	0.48157159826770335	0.4768618187483619	0.22021967	0.03457104093652439	0.8721512849523194	0.0665058682554713	0.024928042223013643	0.09080372257619967	0.03911733367780994
4	0.3829175255800548	0.3572959887455898	0.33537515424765074	0.47133805461831996	0.41325624796174326	0.4082486366524416	0.185764	0.03598327005124114	0.8931524503840821	0.06917944302914213	0.028062248013465376	0.04878863151089296	0.03563052722805339
5	0.32812698734434026	0.30658443559073517	0.2879978704911012	0.4069793635123485	0.35617414135370196	0.35116975447710824	0.18532623	0.037025844575182015	0.8249598053643888	0.07087086318974244	0.034001917000958504	0.020369535443587147	0.025476724360355474
6	0.28326929368470843	0.26543609566312376	0.2497142799771749	0.35442237435160456	0.30992569242204937	0.30461765913402333	0.18308312	0.04029146709315067	0.7541619524810086	0.0764960933960921	0.02804061745822139	0.006548110214116186	0.010616930193425366
7	0.2469902520117007	0.23185223956395745	0.21842503719604933	0.31172366077835495	0.2717011576483709	0.2665882987134597	0.17134742	0.043546088095642164	0.7263191921941592	0.08216595900242858	0.00852346104175635	0.00042108665878369756	0.0008025259300991808
8	0.21742591606943232	0.20445984017683017	0.1929608408648234	0.277157276063352	0.24069640188483718	0.2352575984071283	0.17525068	0.048648902248898736	0.613059641183126	0.0901444566575303	0.0	0.0	0.0
9	0.19355708533211757	0.18222252886284254	0.17240183198681244	0.24904742071757446	0.21529054576935974	0.20974495744003968	0.1839902	0.05607491472080614	0.4807703759155445	0.10043548225149922	0.0	0.0	0.0
10	0.1742953066763125	0.16430616966532996	0.1557477285655645	0.22629895161938024	0.19461388275119829	0.18901860188035405	0.17993812	0.06984875693446364	0.430065587437156	0.12017877470803212	0.0	0.0	0.0
11	0.15907194645781267	0.14992080971149171	0.14248330088762137	0.2083842154290225	0.17789354466873666	0.17208199991899378	0.18675824	0.09308377347908033	0.36142208195452263	0.14804003426929271	0.0	0.0	0.0
12	0.14709422729517285	0.1384334494024861	0.13197931733268958	0.19425498190763835	0.16452477085664405	0.15831599428373225	0.18749066	0.1283679468510305	0.3113957108708412	0.1817941403788671	0.0	0.0	0.0
13	0.1378123385341544	0.12929643585137038	0.12362258952970688	0.18322757289216324	0.15395225760359202	0.14774529986521778	0.18676457	0.15540997033667708	0.30183831973662945	0.2051781727132171	0.0	0.0	0.0
14	0.130569410951514	0.12206611542026848	0.11704653186293748	0.1747442910800109	0.14604621954401087	0.13930011935093822	0.17615393	0.16210026657787852	0.32304152169659645	0.21587551535806104	0.0	0.0	0.0
15	0.12502703219652175	0.11633010483465726	0.11199652976714648	0.16820069966284004	0.13990637016777666	0.13259203907321482	0.18714204	0.18194007402331075	0.2986801697957517	0.22613234835939205	0.0	0.0	0.0
16	0.12088337360244049	0.11181394940808312	0.10798238475735371	0.1632299509805602	0.13441296879734313	0.12746676627327413	0.17022423	0.1821738736028952	0.32458975951273045	0.23337023400325377	0.0	0.0	0.0
17	0.1177051568501874	0.1082268897141492	0.10480736410961701	0.15940850509985074	0.1301140392789189	0.12328045815229416	0.16099273	0.1827233659433069	0.33493402975679054	0.23645087965312334	0.0	0.0	0.0
18	0.11540952481721577	0.10538496633693403	0.10238530601446445	0.1566810924056414	0.12688102105759685	0.1200412498677478	0.15422624	0.18249217476194324	0.3411014606177639	0.23777350661441451	0.0	0.0	0.0
