Epoch	Train Loss	Test Loss
1	0.7211373567581176	0.6924007113861002
2	0.6942028880119324	0.6887870022784108
3	0.6686525940895081	0.6815156029618304
4	0.6440894603729248	0.6698076737963635
5	0.6204010844230652	0.6526092601859051
6	0.5969503879547119	0.6313166216663693
7	0.5748900890350341	0.6053081802699877
8	0.5522775053977966	0.5757713052241699
9	0.5306993126869202	0.5462974977234135
10	0.5101235747337342	0.5187537061131519
11	0.4895985066890717	0.4922070778582407
12	0.46970627307891843	0.46624525442071585
13	0.4507423162460327	0.44098244672236236
14	0.43181887865066526	0.41734587984240573
15	0.41354048252105713	0.39525711147681525
16	0.3959486722946167	0.374494808199613
17	0.3794728696346283	0.3553363541546075
18	0.36248579621315	0.33738238817971683
19	0.3467960894107819	0.32057428716317465
20	0.3318077325820923	0.3048878768863885
21	0.3174816370010376	0.29019124190444534
22	0.30423080921173096	0.27663807700509613
23	0.29095035791397095	0.26381570035996643
24	0.27886112928390505	0.25189259372975514
25	0.26762661933898924	0.24065071263391039
26	0.2563400328159332	0.23040479745553888
27	0.24612360894680024	0.2208089302091495
28	0.23601212501525878	0.21221900601749835
29	0.2268110990524292	0.2040985706059829
30	0.21833066046237945	0.196669926299997
